Text,H1,H2,H4,H5,H6,H7,H9,H10,polarity
“تجربة ممتعه”. قرب الفندق من مصلى النساء .توفر الاسواق والمطاعم في الدور الاول موظفي الفندق رائعون وسريعون في تلبية طلبات النزلاء. السجاد قديم ويحتاج تغيير دولاب المطبخ لم يكن نظيفاً بصورة كافية,0,0,0,0,1,0,1,1,positive
بعلبك هو منارة الأكل الشامي في الرياض بدون مبالغة أشك أن فيه مطعم يقدم طبخ بمثل مستواه الجلسات مريحة وحلوة والموظفين لطيفين الأسعار مناسبة وأهم شيء الأكل لذذييذذ لا يفوتكم,0,0,0,0,1,0,1,1,positive
“فندق جميل وسعر أجمل”. نظافة الفندق والأثاث جديد وجميل والقهوة العربية مميزة وصالة ألعاب الأطفال. باب الشقة لا يوجد عليه زرفال مع انه موجود قفل على الباب لكن الاطفال يستطيعون بمجرد مسك يد الباب تفتح الباب مما اضطرني على سحب طاولة الطعام ووضعها على الباب خوفا من أن الاطفال يخرجون من دون علمي لكن لو وجد الزرفال انتهت المشكلة,0,0,0,0,1,1,1,1,positive
من المطاعم المفضلة واللي احب ازورها باستمرار لانهم يحافظون على جودة الاكل والخدمة ويحبون يحسنونها ويسمعون للعميل دائما انصح فيه بشده ,0,0,0,0,1,0,1,1,positive
“قمة في الابداع”. كل شي رائع. لا يوجد,0,0,1,1,0,0,0,0,positive
“فندق طاقم الابتسامات”. طاقم الاستقبال ...أنتونيو و عادل و محمود في قمة اللطافة ..يمكن ان  بكونوا السبب لتكرار الزيارات ..يقدمون  بالابتسامة النصح و الخدمة بما يشعر المسافر أنهمفي خدمته  بلا ملل...بكل  صدق رائعين. أسعار المطعم  غالية ... ( فقط 20ء% خصم ).....المفروض يقدمون خصم خاص للضيوف المقيمين أكثر من 40 %مثل بعض الفنادق ....اعتقد هذه السلبية الوحيدة في الفندق,0,0,0,0,1,1,1,1,positive
جيد. الافطار لذيذالمكان داخل السوق مميز. السرير صغيرموقع الفندق في منطقة زحامسرير الطفل الاضافي صغير جدا بعكس الفنادق الأخرىالغرف صغيره,0,0,0,0,1,0,1,1,positive
“قصيرة لكنها ممتعة”. الفندق جميل بعيد عن الضوضاء الغرفة واسعة ومريحة و دورة المياه كبيرة. ... لا شيء,0,0,0,0,1,0,1,1,positive
“تجربة جميلة”. الموقع يبعد عن الحرم ب 600 متر تقريبا خلف فندق دار التوحيد و حياة ريجنسي. ,0,0,0,0,1,0,1,1,positive
روعهههههه بس ماجربته,0,1,0,1,0,0,0,0,positive
“Alhrbei”. موقع الفندق اولا من الشاطي والبلد قريب من مطعم القرافي هههه نضافة الفندق  بكونه جديد. استقبال الموضفين جيد ولكن يجب ان يرسمو الابتسامه للنزلاء او يتعلمو ذلك كمعاملة الغرب لنا ليس افضل منهم الابتسامه صدقه  كذلك ازعاج الاطفال في الطابق الثاني. وعطل بعض سخانة الماء في الطابق الرابع وعدم وجود افطار في الفندق حتى ولو على حسابي الخاص,0,0,0,0,1,1,1,1,positive
“ممتاز”. سراحه فخم ويستاهل السعر المدفوع . وطاقم العمل مميز. لا يوجد غسيل وكوي ملابس فوري,0,0,0,1,1,0,1,0,positive
استثنائي. الموقع ممتازالموظفيين متعاونيين. ,0,1,0,1,0,0,0,0,positive
“فندق رااااائع يستحق الزياره اكثر من مره ..”. من افضل الفنادق التي جربتها ، طاقم العمل رائع وخدوم جدا ، تسجيل الدخول والخروج سريع جدا ومرن ،، ولم يدخلو الغرفه للتشييك على البار فقط سألونا اذا اخذنا شيئ او لا ... نظااافه واثاث رائع ، والافطار شهي ومرتب والويترز رائعين .. ايضا كتبت انها ذكرئ زواج ووضعوا كيكة صغيره مع ورد .. وطلبت الغرفه تكون في الادوار العليا ووضعوني في الدور ٢٨ ،. دائما عند تنظيف الغرفه يضعون الشوكولاته على السرير ، وبالنسبه للموقع لايبعد عن محطه مترو دبي مول الا ١٠٠ متر او اقل .. عموما انصح الجميع بتجربه هذا الفندق الرائع لكن اجلبوا فرشاة الاسنان خاصتكم لانها هي الشيئ الوحيد الذي لايوجد في الغرفه :) . لكن ابدا لاينقص من تقييم الفندق ولامن رفاهيته ... قرأت تعليقات بعض الناس هنا انهم منزعجون من خدمه الغرف عندما يأتون في الصباح ،، اتوقع انهم لايعلمون انه يوجد زر الكتروني باللمس بجانب ازرار الضؤ ، هو زر عدم الازعاج ، عند اضائته لايأتي اليك احد ابدا ، وزر اخر لاستدعاء خدمه الغرف للتنظيف دائما اضيئه عندما اخرج .، وعندما اعود تكون الغرفه قمه في النظافه والترتيب ..,0,0,1,0,1,1,0,1,positive
جيد. نظافه الفندق وموقعه. انترنت غاليازعاج بعض الاحيان بسبب صاله الخارجيهالبوفيه غالي,0,0,0,0,0,0,1,1,positive
عندهم برجر الشاورما طبق مبتكر منهم لذيذ ومبدع والنكهات فيه قوية وواضحة مع البطاطس لذاااذة,0,0,0,0,0,0,1,1,positive
“اقامة جميلة ومريحة”. فندق جميل بصراحة وهادئ ولا يوجد به ازعاج والبوفيه روعة ومتنوع الاصناف اوصي الجميع باختياره .. السجاد واثاث الغرفة قديم بعض الشئ فقط .,0,0,0,0,1,0,1,1,positive
“إقامة رائعة”. كل شئ رائع ماعدا السعر. السعر غالي كإقامة بدون إفطار,0,0,0,1,0,0,1,0,positive
رووووووزووعه والله وصل بوقت خوراااافي وصل ب 25 دقيقه فقط والله شي خورااافي,0,0,0,1,0,0,1,0,positive
“جيد”. بساحة ماعجبني. تعامل مشرفين المطعم مافيه أخلاق ابدا يعني يختصار سيى جدا,0,0,1,1,0,0,0,0,positive
“لقد استمتعت وعائلتي برحلتي الى فندق بن ماجد و اشكر العاملين فيه على لطفهم”. مكان الاقامة مريح وهادئ وجميلانصح به لرحلات الترفيه العائلية.وجبات الفطور والعشاء جيدة ومتعددة الخيارات. قدم المكان ويحتاج الى صيانة جيدة,0,0,0,0,1,1,1,1,positive
جيد جداً. موقع أكثر من رائع خاصة لوجودة أمام بوابة دخول النساء مباشرة. الفندق والأثاث قديم نسبيا,0,0,0,0,1,0,1,1,positive
👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻,0,1,0,1,0,0,0,0,positive
جيد جداً. موقع ممتاز- فطور مميز. ,0,0,0,1,0,0,0,0,positive
“رأي”. موقع جيد مقابل المترو في شارع الشيخ زايد نظيف الفندق جيد عموما وقيمته المالية معقولة. سلة المهملات في دورة المياه مكسورة مالم اتوقعه في فندق في شارع الشيخ زايد والغرفة الثانية التي تضم سريرين صغيرة بحيث لا توجد مساحة بين السريرين اكثر من نصف متر,0,0,1,0,1,1,0,1,positive
“فندق رائع والأكيد سأعود له مجددًا”. الجناح كبير وجميل والغرف وسيعة ودورات المياه ممتازة .. توفر الخدمات بالقرب من الفندق بقالة صيدلية مقاهي مطاعم. الأصنصير بطيئ بعض الشيء بما أن غرفتنا بالطابق ال 40 .. لكن لا بأس ماواجهتنا مشكلات ثانية,0,0,0,0,1,1,1,1,positive
“هادئ ومريح”. موقع ممتاز خدمه متكامله موظفين كفاءه. المواقف محتاجه تنظيم,0,0,0,0,0,0,1,1,positive
“رائع ولنا زيارة اخرى”. الخدمة الممتازة من موظفين الفندق والابتسامة الجميلة سرعة انجاز الطلب والهدوء التام وخدمة الانترنت واستراتيجية المكان ممتازه. الذي لم يعجبني شيئا بسيط جدا سلة المهملات صغيره جدا فقط هذا الذي لم يعجبني فقط,0,0,0,0,1,1,1,1,positive
“انصح به”. نظيف ومرتب... هادئ. ينقص الاهتمام بالحمام واضافة مخدات ومستلزمات المسافر الاساسية كالمناشف والشبشب ومحارم التواليت.... الدوش ينقصه نصف باب... وسرير بدون مخدة!,0,0,0,0,1,0,1,1,positive
استثنائي. وجوده في داخل المول. ,0,1,0,1,0,0,0,0,positive
“شقه جميلة للعائلة ولكن غالية”. الشقة واسعة ومن دورين.الشقة كانت تحتوي على غرفتين نوم و 3 حمامات وصالة ومطبخ.المطبخ فيه كل ما تحتاجالافطار جيد ومكانه رائع في الدور 30 مع اطلاله جميلة.يوجد نادي رياضي ومسبح.يوجد جاكوزي بسيط في حمام الغرفة الرئيسية. السعر غالي (اكثر من الف ريال)الشقة بدورين متعبة لم نتمكن من الدخول المبكر على الرغم من اتصال الفندق بنا قبل الدخول بيوم وتم التاكيد عليهم بالدخول المبكر.,0,0,0,0,1,1,1,1,positive
جيد جداً. . تم الانتظار حتى الساعه الثالثه ليسمحوا بالدخول للغرفة !!!!,0,0,0,1,0,0,1,0,positive
نيؤختراهح,0,1,0,1,0,0,0,0,positive
“رحلة رائعة جدااا”. ١- موقع الفندق ٢- النظافة ٣- فخامة الفندق ٤- الخور والمسابح. حجزت الفندق عن طريق البوكنج وبسعر مناسب وقبل السفر لدبي بستة ساعات تفأجات برساله من البوكنج بعدم تأكيد حجزت وأتتني محاولة خصم عن طريق بطاقتي الفيزه وقمت بالاتصال بالبوكنج وأفادوني بأنها بالغلط والحجز مؤكد  وأثناء الوصول إنصدمت من الاستقبال بعدم وصول المبلغ مع العلم إنه إستقطع كامل المبلغ قبل إسبوعين وطلبوا مني دفع ليله مؤقت حتى الصباح  وأعطوني غرفة بدون إطلاله وعند الصباح إتصلت بالبنك وبلغني بأن المبلغ إيدع في حساب التاجر وأعطاني رقم العمليه وأعطيته الاستقبال وبالأخير أعتذروا مني وقالوا أن العمليه معلقه ومن هالكلام لاكن الحمد لله ماضاع حقي,0,0,0,0,1,1,1,1,positive
“القنوات الفضأيه”. اخلاق الموضفين كانت جيده يشكرون على حسن التعامل. قلة القنوات الفضأيه وعدم وجودها للتسليه واقفال المسبح مساءً واستغلال النزلاء من قبل اصحاب الكزنو في السعر والمساج ووجود بعض الحشرات في دورة المياه,0,0,0,1,1,1,1,0,positive
“مكان جميل ورائع”. فخامة المكان وخدمة الموظفين وابتسامتهم وجميع المرافق رائعة. ,0,0,0,0,0,0,1,1,positive
روعه ويجي فالوقت المناسب,0,1,0,1,0,0,0,0,positive
“جميل”. النظافه. بعض الموظفين,0,1,0,1,0,0,0,0,positive
“عبدالعزيز ابو مشعل  الرياض”. خدمات الفندق  و تصميم الغرفه و الاثاث جدا رائع. الانجليزيه شرط اساسي في تحقيق رغباتك و الاهتمام بك .... عدم اتقانك الانجليش يعني انت للأسف لا تستحق جميع الخدمات,0,0,0,0,1,1,1,1,positive
استثنائي. فندق هادى ونظيف وفي وسط المدينة وقريب من مسجد ومنطقة فيها مواقف. مكيف الغرفه بارد جدا رغم انه في اقل درجه بروده .سعر الافطار غالي مقارنه بالفندق,0,0,0,0,1,0,1,1,positive
“إقامة رائعة و ممتعة”. فندق نظيف جداتعامل موظفين الاستقبال رائع جدا. الانترنت اللاسلكي ضعيف جدالا يوجد مواقف سيارات كافية خاصة بالفندقفي حال وجود عدد قليل من الغرف المحجوزة تكون الباصات قليلة التواجد في المواقف القريبة من الحرم,0,0,0,0,1,1,1,1,positive
“|جيد وسط مركز التسوق مول الامارات - و صالة التزلج للاطفال”. الخدمات وموقعة بمركز الامارات مول. سعرة المبالغ فيه جدا,0,0,0,0,1,0,1,1,positive
“شهرعسل”. فندق محترم ويصلح للعوائل  واشكرطاقم الفندق والضيافه والهدوء. انهم لايتحدثون اللغه العربيه وكلهم يتحدثون باالانكليزي كون الدوله عربيه المفروض يتحدثون العربيه وزياده الضرائب,0,0,0,0,1,0,1,1,positive
“فندق جميل متكامل ( يحتاج أدارة أحترافيه اكثر )”. حجم الغرفه مع البلكونه واسع و، يوجد ركن فيه فرن و جميع ادوات المطبخ كامله و مميزة ،. في البداية اعطوني غرفة مع بلكونه و بعد دخولي للغرفة تفاجات ان الغرفه تحت الصيانه و متسخه جداً و رجعت للاستقبال و طلبتهم غرفه ثانيه و اعطوني غرفه بدون بلكونه و رجعت لهم و افادوني انه لا يوجد غرفه جاهزه و انتظرت اكثر من نص ساعه حتى تم تجهيز الغرفه التي طلبت ، طاقم الفندق متعاون و يبدو ان الموضوع خارج عن إردتهم ، الشي الثاني بوابة الدخول للمواقف برقم سري للسيارات و توقفت عند البوابه اكثر من خمس دقائق و لم يحضر احد ليفتحها لكن الحمد لله ساعدني احد سكان الفندق ب الرقم السري و دخلت .,0,0,0,0,1,1,1,1,positive
“إقامة ممتازة ومنظر رائع مطل على نادي الجولف”. كان المكان نظيف وهادي وموقعه مناسب وممتاز في إمارة ابوظبي. ان يكون ساعة وقت دخول الفندق هو نفس ساعة الخروج في اليوم الثاني,0,0,0,0,1,0,1,1,positive
“الفندق بعيد عن الحرم ولايوج في الغرفه سخان ماء ز وعند طلبه قالوا خلص”. لايوجد افطار. الصدق في المعامله,0,0,0,0,1,0,1,1,positive
“مشي حالك”. طاقم العمل ممتازين ومبتسمين ويقدمون اقصى ما يستطيعون. المسبح جميل ورائع وجود المنقذين يعكس اهتمام بالزوار وبذات الاطفال. اشكركم. الاثاث غير مريح ومهترئ. والتكيف لم تتم صيانه من قبل وكذلك رائحه الفله سيئه جداً لعدم تشغيل التكيف وتنظيف الموكيت,0,0,0,0,1,1,1,1,positive
“فندق جميل جداً”. بصراحه سكن قمة الروعه هدوء وراحه وانصح به للعوائل لان فيه جميع ماتتمناه العائله النت والنظافه والهدوء وسعره مناسب جداً. ,0,0,0,0,1,0,1,1,positive
برنامج جميل وعملي اشكر القائمين عليه,0,0,0,1,0,0,0,0,positive
موقع ممتاز يخدمك وانت مرتاح,0,1,0,0,0,0,0,0,positive
“فندق اكثر من رائع”. فندق ممتاز وخدمه رائعه واستقبال ممتاز وخاصة الموظف محمود حسنين اخلاق عاليه واستقباله اكثر من رائع. لايوجد,0,0,0,0,1,0,1,1,positive
“الاقامة كانت جيدة ونطمح للاحسن وسف اكرر زيارتي”. الاستقبال رائعمساعدة المدير لا اعرف اسمها اكثر من ممتازةخدمات المساج والمطاعم ممتازة. يوجد ازعاج خاصة بعض الغرف بينها ابواب فاصلةازعاج خارج الفندق اخر الليل,0,0,1,0,1,1,0,1,positive
“اجمل رحلة لدبي مع اسرتي قضيتها في هذا الفندق الراااااااااائع”. *موقع الفندق من وجهة نظري انه مناسب خصوصا ان سيارات الاجرة متوفرة سواء الفندق او من الشارع العام*تعامل العاملين في الفندق سواء في الرسبشن او في السيرفس جيمعهم مبتسمين ودوديين تشعر انهم يتسابقون على خدمتك واخص بالذكر الاخ شاهد من والاخ محمد امين والطاقم النسائي جميعهماما الفطور فانه مناسب جدا من حيث تنوعه او من حيث التعاون من قبل العاملين في المطعم*بصراحة هذا الفندق اخذت فيه 3 غرف لعدد 6 باالغين وطفلين والحقيقة انه بالرغم من ان تصنيفه 3 نجوم الا ان الفندق والعالملين فيه يجبرك ان تمنحه 5 نجوم قضيت فيه اجمل رحلة لدبي مع اسرتي رغم انني كثير السفر للامارات*يشهد الله انني انصح كل من يبحث عن الراحة ان يسكن في هذا الفندق الرائع بكل ما تعنية الكلمة من معنى. الواي فاي صغر حجم الغرفالمبالغة في الاسعار في بعض المشروباتفمثلا علبة البيبسي لديهم ب12 درهم!!,1,0,0,0,0,1,1,1,positive
“ممتاز”. كل شئ. لا شئ,0,1,0,1,0,0,0,0,positive
شغل نظيف انظيف,0,1,0,1,0,0,0,0,positive
محترمين,0,1,0,1,0,0,0,0,positive
“فندق مميز”. خدمة الموظفين والترحيب ممتاز. لم احصل على الغرفة التي طلبتها .. تم اعطائي غرفه صغيره واطلالتها غير كامله,0,0,0,0,1,0,1,1,positive
أنصح فيه 👍,0,1,0,1,0,0,0,0,positive
“المصداقية”. جدا خاصتا عندما احصل علي ما اتفقت علية. خصوصا أطلال على الكعبة. ,0,0,0,0,0,0,1,1,positive
“ابو مشعل”. الفندق يستحق الاقامة فيه السعر معقول مقارنة بقربه من الحرم المكي الافطار متنوع  النظافه جيده طاقم العمل وبالذات الاستقبال ودودين وتعاملهم مريح قنوات التلفزيون مناسبه جدا لموقع الفندق قرب الحرم. لاشئ,0,0,0,0,1,1,1,1,positive
حبيت اخدت لارج بشد منيح نوعيته قوية وفي ٣ كبسات,0,0,0,1,0,0,0,0,positive
افضل شي,0,1,0,1,0,0,0,0,positive
استثنائي. الهدوء والاطلاله المباشره جميله وبوفيه مطعم القصر جميل جداً. لما وصلت الفندق تاخرت في استلام الأجنحة لعدم تأكيدها من قبل موظفي الاستقبال ، والاتصال بالحجز لم يتم الرد !!,0,0,0,0,1,0,1,1,positive
“لا انصح بالاقامه به”. . الفندق جيد و لكن رواده جميعا هنود و بخزو,0,0,0,0,0,0,1,1,positive
“فندقي المفضل في دبي انا وعائلتي واصدقائي”. كل الشمر و التقدير للسيد رفيق في قسم الاستقبال على اللطافة و التعامل الراقي. الواي فاي غير مجاني عدم وجود رحلات مجانية للمعالم الأساسية مثلا دبي مول او المارينا ووك او الجي بي ار,0,0,0,0,1,1,1,1,positive
“رخيص و جميل ..”. فندق اقتصادي الغرف نظيفه و مريحه ،، فندق مناسب ..الفندق له شهرين فاتح على كلام الموظف ... المواقف ضيقه ..,0,0,0,0,1,0,1,1,positive
جيد. الموقع و حمام السباحة والغرف واسعة. لم يوضح موقع booking ان الغرفة العائلية غير مطلة على البحر,0,0,0,1,1,0,1,0,positive
“رائع جدا”. 1- التعامل الراقي جدا جدا من جميع الموظفين وطواقم العمل2-التفاني بمحاولة تنفيذ رغباتنا وتنفيذ طلباتنا3-الموقع في منطقة المارينا وقربيب من ممشى الـ جي بي آر4-الشقق المكونة من غرفتين وصالة ، الجميل أنها تحتوي على حمام في كل غرفة وكذلك حمام ثالث في المدخل مع غرفة للخادمة ومطبخ مجهز بالكامل وصالة جلوس كبيرة قرابة 10م في 5م 5- كان حجزي 2سويت ولاحظت إن السويتات المتواجدة بالأركان سواء إطلالة على النخلة أو على المارينا هي اوسع من المتواجدة في منتصف المبنى6-يوجد سوبر ماركت قريب من الفندق7-يوجد نادي رياضي 8-كانت مغادرتي الساعه 6 مساء فتم إحتساب التمديد مجانا من المدير9- طاقم الإستقبال والإدارة وطاقم المطعم والروم سيرفس يستحقون الشكر بجدارة. 1- وهو الأهم الموقع بطريق ضيق جدا 2-مدخل الفندق من الخارج صغير ولايحتوي أي فخامة3- بعيد قليلا عن ممشى الـ جي بي آر ولايمكن الوصول له إلا بسيارة أو مشي مسافات طويلة بالأقدام4- اللوبي صغير جدا5-مكان بوفيه الإفطار في مبنى ملاصق وليس في نفس الفندق6- دائما الإنتظار مدة طويلة لوصول المصاعد,0,0,0,0,1,1,1,1,positive
“احببت التجربة ولي عودة”. هادئ مريح والنظافة ممتازة والموقع جدا مميز. فقط اطلالة الغرفة لم تكن جيدة .,0,0,0,0,1,0,1,1,positive
ضعيف. اعجبتني الراحه ف الفندق و الهدوء و حسن الاستقبال و تعامل الموظفين و خاصه الموظف (محمد حارث ) فقد كان تعامله معنا قمه ف الذوق و الاحترام. ,0,0,0,0,1,0,1,1,positive
“فندق رائع”. الغرفة معقولة - تميز الموظفين جميعا يعطوك انطباع رائع واحترافية عالية في التعامل ابتداء من حامل الحقائب الى الاستقبال الى خدمة الغرف الى المطعم ... كل الموظفين يبتسمون وكلهم يسعون لخدمتك بطريقة رائعة ، الافطار في المطعم معقول ، الغرفة كويسة والقنوات جيدة. لا يوجد,0,0,0,0,1,1,1,1,positive
“👍”. كان الستاف ودودين جداااا مع الاطفال والخدمه ممتازة وسريعه جدا، والاطلالة رائعة انصح بالاقامه فيه وبشدة. ,0,0,0,1,1,0,1,0,positive
“شكراً جزيلاً موڤمبيك ... قمة الابداع”. العرض لم يكن شامل للافطار لذا لا يمكن لي بابداء رأئي ولم اجرب الافطار لسعره الباهض .. اما الاسرة فممتازه جدا و مريحه و نظيفه. لو كان هناك اعادة النظر و الانتباه لصيانة دورات المياة و بالاخص المراوش لان المياه تتسرب ابى خارج المروش ثم الى غرفة النوم,0,0,1,0,1,1,0,1,positive
استثنائي. ممتاز بكل شيئ خاصة الخدمات والموقع والاستقبال وأخص بالشكر الأخت الرائعة زينب وجميع الطاقم. لا شئ,0,0,0,1,1,0,1,0,positive
استثنائي. مواقف السيارات كانت غير متوفرة  عن وصولنا. ,0,0,0,1,0,0,0,0,positive
“رائع”. كل شيء. لاشيء,0,1,0,1,0,0,0,0,positive
“حسن الضيافة في بلازا إن”. الاستقبال الاكثر من رائع عند الوصول من الاخ سليمان الجابر وتعامله هو سبب رئيسي لعودتي مستقبلا للحجز في الفندقتم ترقية حجزي من غرفة قياسية الى جناح لتكون متصلة مع غرفة ابنائيخدمة الغرف متميزةموقع الفندق متميز جدا. مواقف الفندق محدودة ومزدحمة,0,0,0,0,1,1,1,1,positive
“يستحق ان تقضي يومك فيه”. جميع المرافق أعجبتني خاصه المسبح وملحقاته التكيف والنظافة توفير سرير طفل عند الوصول. موقعه بعيد عن الامارات مول في البرشاء رقم ٢رائحة في درات المياه غريبه عوازل الصوت ليست بذالك المستوىضيق المواقف,0,0,0,0,1,1,1,1,positive
انه جميل للغايه,0,1,0,1,0,0,0,0,positive
ممتاز. المنتجع جميل بشكل عام من جميع النواحي. يحتاج الى تدقيق اكثر في النظافة و الفيلا مكتومة تحتاج تهوية باستمرار كما يوجد بها رائحة مجاري من المفترض صبغ الجدار بأستمرار في حال ظهور بقع بشكل ملحوظ,0,0,0,0,1,1,1,1,positive
جيد. الموقع جميل جداً والوصول للفندق سهل وواضح ويقع في اجمل احياء جدة الراقيه واهم الشوارع الحيويه قريبه . صعوبه تسجيل الدخول واستغربت منهم لاخذهم صور من بطاقه الهويه مع انها ممنوعه!!,1,0,0,0,0,1,1,1,positive
“تجربة رائعة وسأكررها إن شاء الله”. بوفيه الإفطار كان روعة . موقع الفندق ممتاز.  وجود بن داوود في الاسفل شي جدا مريح . المطاعم اكلها ممتاز وخصوصا خدمة الطلب في الغرف. ضيق الحمام إلى حد ما,0,0,0,0,1,1,1,1,positive
“زياره روحانية لطيبه الطيبة”. جزيل الشكر والتقدير لجميع العاملين دون استثناء واخص بالشكر الأخوة الكرام في استقبال القسم التنفيذي وكذلك إحدى الأخوات اعتقد من علاقات العملاء تواصلت معنا هاتفيا شكرا شكرآ شكرا. ,0,0,0,0,1,1,1,1,positive
“رائع وجميل ”. كل شي فيه رائع وجميل . لا شي ابدا,0,0,1,1,0,0,0,0,positive
استثنائي. الشاطى الخاص للفندق النظافة الاكل كل شي جميل وانصح بزيارته. ,0,0,0,0,0,0,1,1,positive
تطبيق رائع جدا وانصح الجميع في تجربته,0,0,0,1,0,0,0,0,positive
يستحق الخمس نجوم,0,1,0,1,0,0,0,0,positive
استثنائي. كل شي ممتاز . فترة استخدام الانترنت مجاني لمدة ٧ ايام فقط وما بعد ذلك برسوم,0,0,0,1,1,0,1,0,positive
ممتاز. . السعر مقبول جدا,0,1,0,1,0,0,0,0,positive
“روعه”. كل شي اعجبني الموقع الهادئ الشاطئ النظيف طاقم العمل الممتاز وخدمتهم السريعه ورحابه صدورهم وخصوصا الريسيبشين والاستاذ طارق وهو مصري الجنسيه جدا تعامله راقي ونظافه الغرفه وموقعها مقابل الشاطئ ولديهم خدمات كثيره ومتوفره  وبرامج للاطفال. كل شيئ روعه وسأعاود الزياره مره اخرى الى المنتجع الرائع,0,0,0,0,1,1,1,1,positive
“الفندق جيد بشكل عام”. الفندق قريب جدا من الحرم النبوي ومن السوق المحيط بالحرم. طلبت من موظف الاستقبال اخلاء الغرفة الساعة ١٦٠٠ ووافق ولكن اتصل بي موظف اخر الساعة ١٥٠٠ وطلب مني مغادرة الغرفة,0,0,0,0,1,0,1,1,positive
“تستحق التجربة وزيارتها باستمرار”. فيلا بالواجهة بحرية خاصة جداً رائع للخصوصية والنادي الصحي النسائي ممتاز. يجب اخذ الحيطة انه بعض المرات شبكة الصراف لا تعمل وعليك سداد نقداً,0,0,0,0,1,0,1,1,positive
“ممتاز”. كل شي وخصوصا مصطفى وعمرو موظفين الإستقبال محترمين ومعاونيه لهم جزيل الشكر. لا شي,0,0,0,0,0,0,1,1,positive
“فاطمة البصيلي و أسامة الحربي”. استمتعنا جدا بالاقامة في قصر مكة رافلز .. الجناح نظيف جدا و مطل على بيت الله و السرير وثير و نظيف و مريح جدا للنوم حيث استفقنا من بعد العمرة ونحن مرتاحين .. الاسواق قريبه في الادوار السفلى و الموظفون مستعدون لخدمتك و جلب اغراضك الشخصيه من الصيدلية و غيرها ... وصول شبكة الانترنت ضعيف قليلا,0,0,0,0,1,1,1,1,positive
احلي,0,1,0,1,0,0,0,0,positive
"خدمة رائعة ومريحة جداً وموفرة الوقت والمجهود والمال اسوء شيء هو أن الرحلة الفائتة يتم حسابها عليك .
",1,0,0,0,0,0,1,1,positive
استثنائي. قربه من دبي مول ١٥ دقيقه مشي بطريق جميل وامن لبرج خليفة مقابل سعر سكن معقول. لم اجرب الطبخ ولكن واجهت مشكلة عند محاولة اشعال الغاز حيث نظام السفتي لديهم عالي جاء الموظف لتشغيله ولكن في اليوم الثاني لم يعمل فيبدوا انه في كل مرة لابد من اعادة الخطوات و وجدتها كثيرة,0,0,0,0,1,1,1,1,positive
احلا برنامج💕,0,1,0,1,0,0,0,0,positive
كنت اتوقع انه افضل من ذلك,0,0,1,1,0,0,0,0,positive
“لن اكرر زيارتي له”. صراحه اجمل مافيه قربه من الحرم كذالك الفطور عندهم والسحور حلو. بصراحه حجزت على ان يكون فيه مواقف للسيارات وطلع ماعندهم مواقف كلمت الموظف قال رح وقفها في مواقف الحكومه تبعد تقريبا ٥ كيلو كذالك اثاث الغرفه قديم المكيف بارد مره,1,0,0,0,0,1,1,1,positive
"رائع. الفندق جديد وهادئ النظافة عاليه. مساحة الجناح ( جونيور ) صغيرة , تسجيل الوصول كان بطيء نوعا ما, كان أقل من التوقعات",0,0,0,0,1,0,1,1,positive
التوصيل جميل والخدمه ممتازه بس لي كل شويه البرنامج بيتحول من عربي لي انجليزي ومسحت البرنامج وحملته من جديد وبرضو انجليزي عايزه حل ازاي اخلي عربي,0,0,0,1,1,0,1,0,positive
“الأستقبال وعدم البشاشة”. تصميم الغرفة جميل. الاستقبال لو يستبدل بأجانب أفضل السعودي باستقباله كأنه متفضل عليك بهالغرفةنظافة الغرفة للأسف ضعيفة وجدت بقايا أكل في الثلاجةبالإضافة الى مناديل لاصقة بسقف الغرفه والصورة توضح ذلك,0,0,0,1,1,1,1,0,positive
جيد. نظافة الفندق والهدوء وطاقم العمل. شاشة التي في و جودة الغرفه والافطار,0,0,0,0,0,0,1,1,positive
استثنائي. موقعه جيد جداوالنظافة . مواقف السيارات قليله ,0,0,0,1,0,0,0,0,positive
استثنائي. فندق جديد ورائع ،وقد حصلت عليه من خلال عرض بنصف سعر. ,0,0,0,0,0,0,1,1,positive
“هاديء وطاقم العمل بشوش ومريح قريب من المطار”. موظفو الفندق بشوشين وخدومين قرب الفندق من المطار والأسواق القديمه خدمة النقل المجاني لدبي مول والوايلد وادي ايضا التذاكر المجانيه لدخولها او دخول شاطيء جميرا وجود مسجد وسوبرماركت ومطاعم قريبه منه رحلتي كانت قبل بدء الإجازة  قبل الزحمه. ,0,0,0,0,1,1,1,1,positive
“رحله تمنيتها الا تطول”. ولا شيى. كل شيى,0,0,0,1,0,0,0,0,positive
انا معجب بلی وصل لنا الفکر دی لان افطل  من ای شی بلا عداب ولا مشویر بجد شی حیلوووو اختکم فی الله ام الایتام علویه محمد چده ابها,0,0,0,1,1,0,1,0,positive
شي خرافي,1,1,0,1,0,0,0,0,positive
جيد. الموقع. التأخير من قبل الموظفين,0,0,0,1,0,0,0,0,positive
تجربه غير ناجحه ابدا,0,1,1,1,0,0,0,0,positive
راءع جداا,0,1,0,1,0,0,0,0,positive
